Classification,Message
spam,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
spam,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt
ham,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,S..antha num corrct dane
ham,No calls..messages..missed calls
ham,"Sorry, I'll call later"
ham,The basket's gettin full so I might be by tonight
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Eh den sat u book e kb liao huh...
ham,Have you been practising your curtsey?
ham,Shall i come to get pickle
ham,Lol boo I was hoping for a laugh
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
ham,LMAO where's your fish memory when I need it?
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,Idea will soon get converted to live:)
ham,S....s...india going to draw the series after many years in south african soil..
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,Can't take any major roles in community outreach. You rock mel
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,See the forwarding message for proof
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
ham,"Princess, is your kitty shaved or natural?"
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,Ya it came a while ago
ham,From tomorrow onwards eve 6 to 3 work.
ham,Anything lor but toa payoh got place 2 walk meh...
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
spam,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,U having lunch alone? I now so bored...
ham,"Yes obviously, but you are the eggs-pert and the potato headâ¦ Speak soon!"
ham,"Nah man, my car is meant to be crammed full of people"
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Kallis is ready for bat in 2nd innings
ham,Thanx but my birthday is over already.
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,"Yes, i'm small kid.. And boost is the secret of my energy.."
ham,IM GONNA MISS U SO MUCH
ham,Is avatar supposed to have subtoitles
ham,Simply sitting and watching match in office..
ham,You can jot down things you want to remember later.
ham,Oh sorry please its over
ham,Hey are we going for the lo lesson or gym?
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,You always make things bigger than they are
ham,Ã dun wan to watch infernal affair?
ham,"Me not waking up until 4 in the afternoon, sup"
ham,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,I can send you a pic if you like :)
ham,Okay... I booked all already... Including the one at bugis.
ham,No de. But call me after some time. Ill tell you k
ham,So dont use hook up any how
ham,How much is blackberry bold2 in nigeria.
ham,Hi where you. You in home or calicut?
ham,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
spam,Y so late but i need to go n get da laptop...
ham,"Sir, I am waiting for your mail."
ham,.Please charge my mobile when you get up in morning.
spam,"Nothing, i got msg frm tht unknown no.."
spam,He didn't see his shadow. We get an early spring yay
ham,I did. One slice and one breadstick. Lol
ham,Is there any training tomorrow?
spam,"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,Then. You are eldest know.
ham,Who's there say hi to our drugdealer
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Good night my dear.. Sleepwell&amp
ham,That is wondarfull song
ham,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
spam,Must come later.. I normally bathe him in da afternoon mah..
ham,"Trust me. Even if isn't there, its there."
ham,85233 FREE>Ringtone!Reply REAL
spam,I can take you at like noon
ham,Where is it. Is there any opening for mca.
ham,I'm aight. Wat's happening on your side.
ham,I'm done oredi...
spam,How are you. Wish you a great semester
ham,Dude how do you like the buff wind.
ham,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50
spam,S:-)kallis wont play in first two odi:-)
ham,Then get some cash together and I'll text jason
spam,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16"
ham,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,"Probably, want to pick up more?"
ham,I'm done...
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Audrie lousy autocorrect
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,I fetch yun or u fetch?
ham,Thank you. I like you as well...
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,Lara said she can loan me  &lt
ham,Do we have any spare power supplies
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
spam,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!
ham,"It's that time of the week again, ryan"
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,I hope you know I'm still mad at you.
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
spam,Do you know when the result.
ham,
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,You do got a shitload of diamonds though
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Well I'm going to be an aunty!
ham,Mine here like all fr china then so noisy.
ham,Later i guess. I needa do mcat study too.
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,"Carlos took a while (again), we leave in a minute"
ham,Well done and ! luv ya all
spam,Then why you came to hostel.
ham,K still are you loving me.
ham,But i juz remembered i gotta bathe my dog today..
ham,After the drug she will be able to eat.
ham,Alright took the morphine. Back in yo.
ham,You see the requirements please
ham,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,So can collect ur laptop?
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
